index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
48,3166.0,MASTER of St Francis,Scenes from the Life of St Francis: St Francis Receives the Stigmata,https://www.wga.hu/html/m/master/francis/francis2.html,https://www.wga.hu/detail/m/master/francis/francis2.jpg,web_gallery_mmasterfrancisfrancis2.jpg,This scene on the south wall is in the second bay of the nave.,1251-1300,Fresco,False,False,False,False,True,False,False,False,False
34,884.0,"CARPACCIO, Vittore",St Thomas in Glory between St Mark and St Louis of Toulouse,https://www.wga.hu/html/c/carpacci/2/10thomas.html,https://www.wga.hu/detail/c/carpacci/2/10thomas.jpg,web_gallery_ccarpacci210thomas.jpg,"The fact that in his more mature religious works Vittore Carpaccio sees Giovan Battista Cima as a close and reliable point of reference, because Cima was another artist who was unwilling to keep constantly up-to-date with the latest innovations in the art language, is noticeable also in altarpieces like the St Thomas in Glory between St Mark and St Louis of Toulouse, a panel painted in 1507 for the church of San Pietro Martire in Murano and now in the Staatsgalerie in Stuttgart.",1501-1550,"Tempera on canvas, 264 x 171 cm",False,False,False,False,False,False,True,False,False
102,,Rosenwald Collection,The Crucifixion with Saint Mary Magdalene,https://www.nga.gov/collection/art-object-page.3704.html,"https://media.nga.gov/iiif/d59ab6ce-51b0-449e-a8f3-e2c4aac11f4b/full/!588,600/0/default.jpg",nga_d59ab6ce-51b0-449e-a8f3-e2c4aac11f4b.jpg,,1490.0,hand-colored woodcut on vellum,False,False,False,False,False,True,False,False,False
16,5386.0,Matteo di Giovanni,Saint Augustine's Vision of Saints Jerome and John the Baptist,https://www.artic.edu/artworks/16183/saint-augustine-s-vision-of-saints-jerome-and-john-the-baptist,"https://www.artic.edu/iiif/2/c8111709-059f-0a65-cc42-a7bee4cfd79e/full/600,/0/default.jpg",chicago_art_gallery_c8111709-059f-0a65-cc42-a7bee4cfd79e.jpg,"This painting and its companion, The Dream of Saint Jerome, depict scenes from the life of Saint Jerome, the scholar and hermit credited with translating the Bible into Latin from Hebrew so that more people could read it. The first painting shows Jerome’s dream of being punished by a heavenly council for preferring ancient Greek and Roman texts to the Christian Bible. In the second painting, Saint Augustine sits at his desk composing a eulogy for Jerome when he is interrupted by a vision of the scholar-saint accompanied by John the Baptist, who praises Jerome as his equal. Matteo di Giovanni hinted at this connection in The Dream of St. Jerome by including a scene of baptism in the archway above Jerome’s head. Such cross-references between artworks and texts are a hallmark of 15th-century Italian painting and served to engage the viewer in active, contemplative looking.", 1476,Tempera on panel,False,False,True,True,False,False,False,False,False
96,398.0,"BELLINI, Giovanni",Madonna and Child with St John the Baptist and a Saint (detail),https://www.wga.hu/html/b/bellini/giovanni/1500-09/174madox.html,https://www.wga.hu/detail/b/bellini/giovanni/1500-09/174madox.jpg,web_gallery_bbellinigiovanni1500-09174madox.jpg,The detail shows the head of St John the Baptist.,1451-1500,Oil on panel,False,False,True,False,False,False,False,False,False
141,847.0,"CARIANI, Giovanni",St Sebastian between St Roch and St Margaret,https://www.wga.hu/html/c/cariani/sebastia.html,https://www.wga.hu/detail/c/cariani/sebastia.jpg,web_gallery_ccarianisebastia.jpg,,1501-1550,Oil on canvas,True,False,False,False,False,False,False,False,False
66,765.0,CARAVAGGIO,Mary Magdalene,https://www.wga.hu/html/c/caravagg/02/12magda.html,https://www.wga.hu/detail/c/caravagg/02/12magda.jpg,web_gallery_ccaravagg0212magda.jpg,"This picture and The Rest on the Flight into Egypt must have been painted around the same time, for the same girl sat for the Magdalene and the Madonna. On this occasion, however, there are none of the usual signs of a religious scene such as a halo. A young girl, seen from above, is seated on a low stool in one of Caravaggio's favourite cave-like settings, with a triangle of light high up on the wall behind her. Discarded jewellery - a string of pearls, clasps, a jar (perhaps holding precious ointment) - lies on the floor. The girl's hair is loose, as if it has just been washed. Her costume, consisting of a white-sleeved blouse, a yellow tunic and a flowery skirt, is rich. Bellori, who gives a careful description of this picture, which he came across in the collection of Prince Pamphilj, regards its title as an excuse; for him it is just a naturalistic portrayal of a pretty girl. This seems to show a willful failure to understand Caravaggio's intention or the wishes of the man who commissioned it, Monsignor Petrignani. The repentant Mary Magdalene, like the repentant Peter, was a favourite subject of Counter-Reformation art and poetry, which valued the visible expression of the state of contrition 'the gift of tears'. Caravaggio's heroine is sobbing silently to herself and a single tear falls down her cheek. She is, as it were, poised between her past life of luxury and the simple life she will embrace as one of Christ's most faithful followers. It is a sign of the painter's skill that he makes this inner conflict moving at the same time as he makes its representation delectable.",1551-1600,"Oil on canvas, 123 x 99 cm",False,False,False,False,False,True,False,False,False
98,3539.0,"NEER, Eglon van der",The Penitent Magdalene,https://www.wga.hu/html/n/neer/eglon/magdalen.html,https://www.wga.hu/detail/n/neer/eglon/magdalen.jpg,web_gallery_nneereglonmagdalen.jpg,The artist painted other versions of this subject.,1651-1700,"Oil on copper, 17 x 13 cm",False,False,False,False,False,True,False,False,False
126,2999.0,MARIOTTO DI NARDO,"Madonna and Child with Sts John the Baptist, Francis, Lawrence and Jerome",https://www.wga.hu/html/m/mariotto/madsaint.html,https://www.wga.hu/detail/m/mariotto/madsaint.jpg,web_gallery_mmariottomadsaint.jpg,This portable panel was certainly intended for private devotion.,1401-1450,"Tempera on panel, 63 x 44 cm",False,False,False,True,False,False,False,False,False
108,1712.0,"GHIRLANDAIO, Domenico",Birth of St John the Baptist,https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/3birth.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/3birth.jpg,web_gallery_gghirlanddomenico6tornab62tornab3birth.jpg,The Birth of St John the Baptist and the Zacharias Writes Down the Name of his Son can be found on the second level of the right wall.,1451-1500,"Fresco, width 450 cm",False,False,True,False,False,False,False,False,False
27,5178.0,"VERONESE, Paolo",The Martyrdom and Last Communion of Saint Lucy,https://www.wga.hu/html/v/veronese/05_1580s/04stlucy.html,https://www.wga.hu/detail/v/veronese/05_1580s/04stlucy.jpg,web_gallery_vveronese05_1580s04stlucy.jpg,"In the last years of Veronese's career, the religious mood has become more serious and intense, and the colours duskier than those in his early paintings. These changes may certainly be attributed in large part to the dramatically changed religious climate of the period. In fact, the subject of the Martyrdom and Last Communion of St Lucy closely reflects two of the themes most earnestly propagated by Counter-Reformation religion: the glory of martyrdom for the true faith; and the salvation of the soul through the sacraments of the Catholic church.",1551-1600,"Oil on canvas, 140 x 173 cm",False,False,False,False,False,False,False,True,False
71,419.0,"BENSON, Ambrosius",Mary Magdalene,https://www.wga.hu/html/b/benson/father/marymagd.html,https://www.wga.hu/detail/b/benson/father/marymagd.jpg,web_gallery_bbensonfathermarymagd.jpg,This modernistic Mary Magdalene is heavily influenced by the Italian style.,1501-1550,"Oil on oak panel, 69,5 x 55,5 cm",False,False,False,False,False,True,False,False,False
113,3545.0,NEROCCIO DE' LANDI,Madonna and Child between St Jerome and St Bernardino of Siena,https://www.wga.hu/html/n/nerocci/madonna1.html,https://www.wga.hu/detail/n/nerocci/madonna1.jpg,web_gallery_nneroccimadonna1.jpg,"Around the turn of the 1460s and '70s, Neroccio and Francesco di Giorgio created together a new, blonde and ethereal female ideal in Sienese painting, of which this Madonna is an especially beautiful example.",1451-1500,"Tempera and gold on panel, 98 x 52 cm (with original frame)",False,False,False,True,False,False,False,False,False
141,35.0,Jean Auguste Dominique Ingres,Head of Saint John the Evangelist Object Page,https://www.metmuseum.org/art/collection/search/436705?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=201,https://images.metmuseum.org/CRDImages/ep/original/DT1997.jpg,met_gallery_DT1997.jpg,"This is a study for an altarpiece, Christ Delivering the Keys to Saint Peter, commissioned in 1817 for Santissima Trinità dei Monti, Rome, and completed in 1820 (now Musée Ingres, Montauban). Ingres based the composition on Raphael’s tapestry design of the same theme and developed it in eight oil studies (including this one) and more than seventy drawings. Although the study may date to 1818–20, it is also possible that it was painted or reworked in 1841, and touches may have been added as late as 1856.",,"Oil on canvas, laid down on wood",False,False,False,False,False,False,False,False,True
9,2961.0,"MANTEGNA, Andrea",St Mark,https://www.wga.hu/html/m/mantegna/03/1mark.html,https://www.wga.hu/detail/m/mantegna/03/1mark.jpg,web_gallery_mmantegna031mark.jpg,"In this painting, Mark the Evangelist is sitting at a window and looking past the viewer, though his arm and book seem to reach out over the barrier of the balustrade into the viewer's space. This type of composition was derived from Flemish antecedents.",1451-1500,"Casein on canvas, 82 x 64 cm",False,False,False,False,False,False,True,False,False
142,2750.0,"LORENZETTI, Pietro",Madonna and Child with St Francis and St John the Baptist,https://www.wga.hu/html/l/lorenzet/pietro/1/3arch/6triptyc.html,https://www.wga.hu/detail/l/lorenzet/pietro/1/3arch/6triptyc.jpg,web_gallery_llorenzetpietro13arch6triptyc.jpg,"This triptych is set above the altar in the south arm of the western transept. The two saint flanking the Madonna and Child allude by hand gestures to the presence of Cardinal Napoleone Orsini, destined to be buried in the niche underneath. The Baptist holds a scroll with a Latin inscription: I am the voice of one crying  in the wilderness. Make straight the way of the Lord.",1301-1350,Fresco,False,False,True,False,True,False,False,False,False
18,2849.0,"LOTTO, Lorenzo",St Nicholas in Glory with Sts John the Baptist and Lucy,https://www.wga.hu/html/l/lotto/4/09nicho.html,https://www.wga.hu/detail/l/lotto/4/09nicho.jpg,web_gallery_llotto409nicho.jpg,"The painting comes from the altar of the Scuola dei Mercanti, dedicated to St Nicholas. The church possessed, among other treasures, a relic of the very popular St Lucy. This helps to explain the leading and secondary figures included.",1501-1550,"Oil on canvas, 335 x 188 cm",False,False,True,False,False,False,False,True,False
43,2181.0,"GOZZOLI, Benozzo",St Sebastian (on the pillar),https://www.wga.hu/html/g/gozzoli/4gimigna/saints/3sebasti.html,https://www.wga.hu/detail/g/gozzoli/4gimigna/saints/3sebasti.jpg,web_gallery_ggozzoli4gimignasaints3sebasti.jpg,"St Sebastian, who according to St Ambrose came from Milan, suffered his martyrdom in Rome at the end of the third century. He, one of the 14 auxiliary saints, is holding an arrow and a palm frond, attributes which identify him as a martyr. As an auxiliary saint in time of plague, his worship became increasingly important from the 14th century onwards. In keeping with the other pictures in the lower register, the composition includes a ""historia"" which relates to the life of the saint.",1451-1500,Fresco,True,False,False,False,False,False,False,False,False
25,2986.0,"MANTEGNA, Andrea",Holy Family with the Infant St John the Baptist,https://www.wga.hu/html/m/mantegna/09/8holyfam.html,https://www.wga.hu/detail/m/mantegna/09/8holyfam.jpg,web_gallery_mmantegna098holyfam.jpg,"Between 1490 and 1506, the year he died, Mantegna painted several devotional paintings in which the main figures are represented as reliefs standing out against a mostly dark background. Inspired by reliefs on classical tombs, these figures are shown partially hidden behind stone balustrades or a frame.",1451-1500,"Oil on canvas, 75 x 62 cm",False,False,True,False,False,False,False,False,False
49,4732.0,TINTORETTO,St Mark Working Many Miracles (detail),https://www.wga.hu/html/t/tintoret/3a/2mark1.html,https://www.wga.hu/detail/t/tintoret/3a/2mark1.jpg,web_gallery_ttintoret3a2mark1.jpg,,1551-1600,Oil on canvas,False,False,False,False,False,False,True,False,False
139,3712.0,"PERUGINO, Pietro",The Madonna between St John the Baptist and St Sebastian,https://www.wga.hu/html/p/perugino/madonna/mad_sts.html,https://www.wga.hu/detail/p/perugino/madonna/mad_sts.jpg,web_gallery_pperuginomadonnamad_sts.jpg,"From the church of S. Domenico at Fiesole. Signed and dated. A work the fame of which is in excess of its actual artistic worth. It expresses an entirely exterior religious feeling by means of elements which are merely illustrative rather than definitely figurative, and is somewhat lifeless.",1451-1500,"Egg tempera and oil on panel, 178 x 164 cm",True,False,True,False,False,False,False,False,False
73,3639.0,"PALMEZZANO, Marco",Holy Family with St Catherine of Alexandria and the Infant John the Baptist,https://www.wga.hu/html/p/palmezza/holyfami.html,https://www.wga.hu/detail/p/palmezza/holyfami.jpg,web_gallery_ppalmezzaholyfami.jpg,"Several variants of this composition were produced by Palmezzano and his workshop. Palmezzano worked mainly in Forlí and he was not touched by the innovations of the Cinquecento; he continued the Quattrocento traditions of painters of Padua, Venice and Ferrara.",1451-1500,"Oil on wood, 83 x 65 cm",False,True,True,False,False,False,False,False,False
102,5710.0,Giovanni Battista Trotti,Two Sketches of Saint Sebastian,https://www.artic.edu/artworks/82549/two-sketches-of-saint-sebastian,"https://www.artic.edu/iiif/2/ef7c0392-713c-0938-b89a-3e23682c2906/full/600,/0/default.jpg",chicago_art_gallery_ef7c0392-713c-0938-b89a-3e23682c2906.jpg,"Object information is a work in progress and may be updated as new research findings emerge. To help improve this record, please email . Information about image downloads and licensing is available here.", 1575–1619,"Pen and brown ink, with brush and brown wash and  traces of graphite, on tan laid paper, laid down on ivory laid paper",True,False,False,False,False,False,False,False,False
17,228.0,ANTONELLO da Messina,St Jerome in his Study,https://www.wga.hu/html/a/antonell/stjerome.html,https://www.wga.hu/detail/a/antonell/stjerome.jpg,web_gallery_aantonellstjerome.jpg,The complicated problems of perspective of the architectural setting are solved excellently by the painter. The scene was also depicted in an engraving of Dürer.,1451-1500,"Oil on wood, 46 x 36 cm",False,False,False,True,False,False,False,False,False
40,3523.0,NARDO DI CIONE,"Sts John the Baptist, John the Evangelist and James (detail)",https://www.wga.hu/html/n/nardo/various/saints3.html,https://www.wga.hu/detail/n/nardo/various/saints3.jpg,web_gallery_nnardovarioussaints3.jpg,The detail shows the head of St James.,1351-1400,Egg tempera on poplar,False,False,False,False,False,False,False,False,True
78,3929.0,"PONTORMO, Jacopo",St John the Evangelist,https://www.wga.hu/html/p/pontormo/4capponi/3tondo1.html,https://www.wga.hu/detail/p/pontormo/4capponi/3tondo1.jpg,web_gallery_ppontormo4capponi3tondo1.jpg,"Four tondos with the Evangelists still adorn the pendentives that once supported the old cupola of the Cappella Capponi in the church of Santa Felicità in Florence. Except for the painting of St John, the precise authorship of the other three portraits has posed considerable problems for scholars. As Vasari only attributes two of the tondi to Bronzino, without specifying which, scholars are still divided over which and how many of them were painted by Bronzino, the apprentice to Pontormo. Probably Bronzino was responsible for the St Matthew with an intense gaze, half-closed mouth, and tousled red hair, painted with thickly laid-on and glowing brushstrokes and enlivened by the strong light that falls on the figure with a swirling crimson cloak, set against the dark background. Probably also Bronzino's is the St Mark with its palette of yellow and red tones contrasting with the green of the mantle wrapped around the figure, which looks as if it is peering through a window, an idea drawn from the Gospel.",1501-1550,Oil on wood,False,False,False,False,False,False,False,False,True
52,652.0,"BRONZINO, Agnolo",St Mark,https://www.wga.hu/html/b/bronzino/3/3tondo3.html,https://www.wga.hu/detail/b/bronzino/3/3tondo3.jpg,web_gallery_bbronzino33tondo3.jpg,"Four tondos with the Evangelists still adorn the pendentives that once supported the old cupola of the Cappella Capponi in the church of Santa Felicità in Florence. Except for the painting of St John, the precise authorship of the other three portraits has posed considerable problems for scholars. As Vasari only attributes two of the tondi to Bronzino, without specifying which, scholars are still divided over which and how many of them were painted by Bronzino, the apprentice to Pontormo. Probably Bronzino was responsible for the St Matthew with an intense gaze, half-closed mouth, and tousled red hair, painted with thickly laid-on and glowing brushstrokes and enlivened by the strong light that falls on the figure with a swirling crimson cloak, set against the dark background. Probably also Bronzino's is the St Mark with its palette of yellow and red tones contrasting with the green of the mantle wrapped around the figure, which looks as if it is peering through a window, an idea drawn from the Gospel.",1501-1550,Oil on wood,False,False,False,False,False,False,True,False,False
9,3360.0,"MEMLING, Hans",St Jerome and the Lion,https://www.wga.hu/html/m/memling/3mature5/29jerome.html,https://www.wga.hu/detail/m/memling/3mature5/29jerome.jpg,web_gallery_mmemling3mature529jerome.jpg,"This small panel was only discovered relatively recently (1945) and so does not feature in most of the Memling literature. Nevertheless, it is an interesting little work which corresponds fully with Memling's style and spatial approach. The composition derives from Rogier van der Weyden. It portrays the episode in which Jerome removes the thorn from the lion's paw. The architectural setting is a characteristic Memling invention. The scene is viewed through a heavy round arch in brown stone, positioned at an angle close to the picture plane. It is related to the more modest little arches in the wings containing the Allegory of True Love. The fairly heavily dotted little trees in the background also recall that work.",1451-1500,"Oil on oak panel, 37 x 24,5 cm",False,False,False,True,False,False,False,False,False
17,3667.0,"PARROCEL, Joseph",St John the Baptist Preaching,https://www.wga.hu/html/p/parrocel/joseph/baptist.html,https://www.wga.hu/detail/p/parrocel/joseph/baptist.jpg,web_gallery_pparroceljosephbaptist.jpg,"Parrocel was famous in his own day as a painter of battle-scenes, but his purely artistic qualities are remarkable. He was trained mainly in Venice, where he seems to have studied the works not only of Tintoretto and Veronese, but also Fetti, Strozzi, and Jan Lys. The St John the Baptist Preaching shows a vivacity of colour, a brilliance of handling, and a dramatic use of light and shade contrasts which were completely contrary to contemporary French taste.",1651-1700,Oil on canvas,False,False,True,False,False,False,False,False,False
30,4670.0,"THIJS, Pieter",St Francis in Portiuncula,https://www.wga.hu/html/t/thijs/portiunc.html,https://www.wga.hu/detail/t/thijs/portiunc.jpg,web_gallery_tthijsportiunc.jpg,"St Francis of Assisi was followed by a considerable number of disciples, who congregated in Portiuncula, a small hermitage in the foothills of Assisi where Francis spent most of his life, and where he died in 1226. ",1651-1700,"Oil on canvas, 250 x 264 cm",False,False,False,False,True,False,False,False,False
1,5154.0,"VERONESE, Paolo",Martyrdom of St Sebastian (detail),https://www.wga.hu/html/v/veronese/02a/1choir/3martyr3.html,https://www.wga.hu/detail/v/veronese/02a/1choir/3martyr3.jpg,web_gallery_vveronese02a1choir3martyr3.jpg,"This picture of the title saint suffering his gruesome fate bound to a frame is dramatically incorporated into the crowded detail of the composition. Compared with its counterpart, the choreography of the figures looks occasionally rather stiff and calculated. Moreover, some of the heads were clearly carried out by assistants. A specific feature of Veronese's technique is the combination of strongly contrasting oranges and greens.",1551-1600,Oil on canvas,True,False,False,False,False,False,False,False,False
127,,Andrew W. Mellon Collection,Madonna and Child with Saint Jerome and Saint John the Baptist,https://www.nga.gov/collection/art-object-page.40.html,"https://media.nga.gov/iiif/3ec34856-8851-4913-8af2-a58605f45d2a/full/!588,600/0/default.jpg",nga_3ec34856-8851-4913-8af2-a58605f45d2a.jpg,,1492.0,oil on poplar panel,False,False,True,True,False,False,False,False,False
11,3044.0,MASOLINO da Panicale,St Catherine Refusing to Worship Idols,https://www.wga.hu/html/m/masolino/clemente/03clemen.html,https://www.wga.hu/detail/m/masolino/clemente/03clemen.jpg,web_gallery_mmasolinoclemente03clemen.jpg,"The picture shows the scene on the lunette of the left-hand wall, depicting St Catherine Refusing to Worship Idols. In an elaborate temple setting, Catherine is pointing toward heaven, while the emperor, here bareheaded, gazes up at the idolatrous statue atop the altar. His retainers are crowded behind them, one of them, only partially visible, is sounding a trumpet.",1401-1450,Fresco,False,True,False,False,False,False,False,False,False
18,2204.0,"GRANACCI, Francesco",Virgin and Child with Sts Francis and Zenobius,https://www.wga.hu/html/g/granacci/virgin_c.html,https://www.wga.hu/detail/g/granacci/virgin_c.jpg,web_gallery_ggranaccivirgin_c.jpg,"Granacci imported to Florence directly and rapidly various lessons of Michelangelo's Sistine Chapel frescoes in his panel paintings. In this altarpiece, made for the Girolami Chapel in S. Gallo, the two putti pulling on a drape repeat motifs present in the Sistine vault fresco.",1501-1550,"Panel, 193 x 174 cm",False,False,False,False,True,False,False,False,False
44,307.0,"Italian, Neapolitan Follower of Giotto",Saints John the Evangelist and Mary Magdalene Object Page,https://www.metmuseum.org/art/collection/search/459044?what=Tempera&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=16,https://images.metmuseum.org/CRDImages/rl/original/DP-23540-001.jpg,met_gallery_DP-23540-001.jpg,"This painting, together with a panel portraying the Virgin and the Dead Christ (National Gallery, London), originally formed a diptych (two panels hinged together that could be opened and closed). The painting illustrates the formative influence that the Florentine master Giotto, a pivotal figure in Western art, had in Naples during his activity there from 1328 to 1332. The diptych was likely painted by a member of Giotto’s workshop in Naples, who was active on the frescoes in the Church of Santa Chiara. Giotto's Neapolitan workshop may have continued to operate after he returned to Florence in 1333. The monumentality of the figures, which protrude outside the painted framework, together with their expressive gestures of grief, intensify the dramatic quality of this work, which was probably made for private devotion. The diptych may have been commissioned by Queen Sancia of Naples (1286-1345), the wife of King Rene of Anjou, who was particularly devoted to Mary Magdalene and was the founder of Santa Chiara.",,"Tempera on wood, gold ground",False,False,False,False,False,True,False,False,True
121,1608.0,"GADDI, Taddeo",Scene from the Life of St Francis,https://www.wga.hu/html/g/gaddi/taddeo/panels/quatref5.html,https://www.wga.hu/detail/g/gaddi/taddeo/panels/quatref5.jpg,web_gallery_ggadditaddeopanelsquatref5.jpg,"This panel is part of a series of twenty-six polylobate panels with the Scenes from the Life of St Francis (originally in the sacristy of Santa Croce, Florence), twenty-two of which are in the Accademia, Florence, two in Berlin and two in Munich.",1301-1350,"Walnut, 35 x 31 cm",False,False,False,False,True,False,False,False,False
6,5096.0,"VANNI, Francesco",Madonna and Child with St Lucy,https://www.wga.hu/html/v/vanni_f/madchild.html,https://www.wga.hu/detail/v/vanni_f/madchild.jpg,web_gallery_vvanni_fmadchild.jpg,The Madonna and Child with St Lucy is a devotional painting from the artist's mature period.,1551-1600,"Oil on canvas, 76 x 64 cm",False,False,False,False,False,False,False,True,False
27,4970.0,"UNKNOWN MASTER, German",St Francis Altarpiece (central panel),https://www.wga.hu/html/m/master/zunk_ge/zunk_ge2/18franci.html,https://www.wga.hu/detail/m/master/zunk_ge/zunk_ge2/18franci.jpg,web_gallery_mmasterzunk_gezunk_ge218franci.jpg,"The central panel shows St Francis receiving the stigmata, and also other scenes from his legend. On the left wing are Sts John Capistran and Bonaventura; on the right wing Sts Louis of Toulouse and Bernard of Siena (not illustrated). On the exteriors are St Francis and five Moroccan martyrs of the Order (not illustrated). This altarpiece is an important example of the iconography of St Francis and of Franciscan propaganda.",1501-1550,"Oak, 132,5 x 163 cm",False,False,False,False,True,False,False,False,False
135,1762.0,GIORGIONE,Madonna and Child Enthroned between St Francis and St Liberalis (detail),https://www.wga.hu/html/g/giorgion/religion/madon_fy.html,https://www.wga.hu/detail/g/giorgion/religion/madon_fy.jpg,web_gallery_ggiorgionreligionmadon_fy.jpg,,1451-1500,Oil on panel,False,False,False,False,True,False,False,False,False
30,,Rosenwald Collection,Saint Mark,https://www.nga.gov/collection/art-object-page.3404.html,"https://media.nga.gov/iiif/79d331ed-796f-411c-b0f5-2fa4db59d88a/full/!588,600/0/default.jpg",nga_79d331ed-796f-411c-b0f5-2fa4db59d88a.jpg,,1460.0,engraving on laid paper,False,False,False,False,False,False,True,False,False
44,810.0,CARAVAGGIO,St Jerome (detail),https://www.wga.hu/html/c/caravagg/07/44jeromz.html,https://www.wga.hu/detail/c/caravagg/07/44jeromz.jpg,web_gallery_ccaravagg0744jeromz.jpg,,1551-1600,Oil on canvas,False,False,False,True,False,False,False,False,False
63,,"window: inv. No. 45/M,",Quatrefoil with Agnus Dei and evangelist symbols,https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5Bimage%5D=912&tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=32&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=16147ab570d032eb2ebbcea29e0e0941#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/912.jpg,corpus_912.jpg,"St. Martin shares his cloak (Mercy of St. Martin); as a rule he is represented on horseback; he cuts the cloak in two with the sword or puts half of the cloak around the shoulders of the beggar kneeling beside him Mercy, cloak, sword, kneel, ride (on horseback), cut, shareShield of arms, heraldic symbol (with NAMES of the family) - coat of arms",a 1520,Transmitted light front single shot,False,False,False,False,False,False,False,False,True
44,2188.0,"GOZZOLI, Benozzo",Martyrdom of St Sebastian,https://www.wga.hu/html/g/gozzoli/5various/5martyrd.html,https://www.wga.hu/detail/g/gozzoli/5various/5martyrd.jpg,web_gallery_ggozzoli5various5martyrd.jpg,"Gozzoli painted in San Gimignano another fresco of St Sebastian on the inner entrance wall of the collegiate church of Santa Maria Assunta. The work as commissioned by the city government in February 1465, six months after the plague epidemic.",1451-1500,"Tempera on panel, 525 x 378 cm",True,False,False,False,False,False,False,False,False
29,1818.0,GIOTTO di Bondone,Legend of St Francis: 20. Death and Ascension of St Francis,https://www.wga.hu/html/g/giotto/assisi/upper/legend/franc20.html,https://www.wga.hu/detail/g/giotto/assisi/upper/legend/franc20.jpg,web_gallery_ggiottoassisiupperlegendfranc20.jpg,This is the twentieth of the twenty-eight scenes (twenty-five of which were painted by Giotto) of the Legend of Saint Francis.,1301-1350,"Fresco, 270 x 230 cm",False,False,False,False,True,False,False,False,False
15,209.0,"ANGELICO, Fra","Crucified Christ with the Virgin, St John the Evangelist and Cardinal Juan de Torquemada",https://www.wga.hu/html/a/angelico/13/09crucif.html,https://www.wga.hu/detail/a/angelico/13/09crucif.jpg,web_gallery_aangelico1309crucif.jpg,"This painting was originally the central panel of a triptych. The arms of the cross stretch right across the panel, as if intended to strengthen its frame. The upper limb takes the form of a flourishing tree, a possible reference to the popular Legend of the True Cross which claimed that the wood used for the crucifixion came originally from the tree of Jesse. In the branches of the tree sits a pelican in its piety, plucking its breast so that blood flows to feed its young, a common symbol of Christ giving of himself for the redemption of the world.",1401-1450,"Tempera and gold on panel, 88 x 36 cm",False,False,False,False,False,False,False,False,True
107,1958.0,GIOTTO di Bondone,Scenes from the Life of St John the Evangelist: 3. Ascension of the Evangelist (detail),https://www.wga.hu/html/g/giotto/s_croce/1peruzzi/evang31.html,https://www.wga.hu/detail/g/giotto/s_croce/1peruzzi/evang31.jpg,web_gallery_ggiottos_croce1peruzzievang31.jpg,"Christ, surrounded by heavenly hosts, appears above the building. He emits golden rays, which envelop the body of the evangelist.",1301-1350,Fresco,False,False,False,False,False,False,False,False,True
5,381.0,Defendente Ferrari,Saints John the Evangelist and Lawrence Object Page,https://www.metmuseum.org/art/collection/search/436300?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=160&amp;rpp=40&amp;pos=179,https://images.metmuseum.org/CRDImages/ep/original/EP1475.jpg,met_gallery_EP1475.jpg,,,Oil on wood,False,False,False,False,False,False,False,False,True
38,1315.0,"DOLCI, Carlo",St Mary Magdalene,https://www.wga.hu/html/d/dolci/magdale.html,https://www.wga.hu/detail/d/dolci/magdale.jpg,web_gallery_ddolcimagdale.jpg,,1601-1650,"Oil on canvas, 74 x 57 cm",False,False,False,False,False,True,False,False,False
133,3970.0,"PRETI, Mattia",St Sebastian,https://www.wga.hu/html/p/preti/sebastia.html,https://www.wga.hu/detail/p/preti/sebastia.jpg,web_gallery_ppretisebastia.jpg,"This canvas is the creative legacy of Mattia Preti's stay in Naples. The picture clearly takes off Caravaggio's light as its point of departure. The refined way in which it is painted, however, as well as the use of elegant details and the classically-inspired pose of the saint's statuesque body bathed in a ray of light are all extremely revealing about the painter's extensive and important travels. In fact, Preti amalgamated the most disparate influences with great originality.",1651-1700,"Oil on canvas, 240 x 169 cm",True,False,False,False,False,False,False,False,False
54,5497.0,Veronese (Paolo Caliari),Mystic Marriage of Saint Catherine,https://www.artic.edu/artworks/81914/mystic-marriage-of-saint-catherine,"https://www.artic.edu/iiif/2/7ede4694-d2c5-2c36-9b55-639c9af608a0/full/600,/0/default.jpg",chicago_art_gallery_7ede4694-d2c5-2c36-9b55-639c9af608a0.jpg,"Suzanne Folds McCullagh and Laura M. Giles, Italian Drawings before 1600 in The Art Institute of Chicago:  A Catalogue of the Collection (Chicago, 1997), pp. 391-93, no. 690 (ill.).", 1680–1699,"Pen and brown ink, with brush and brown wash, heightened with lead white (partly oxidized), on blue-gray laid paper, laid down on cream laid paper",False,True,False,False,False,False,False,False,False
